26,593409
12,389589
14,188165
12,716440
14,284003
15,350853
20,540806
13,957450
39,849550
18,876296
17,721699
20,072069
11,379675
16,892408
12,200486
25,525006
14,655216
14,598677
15,618254
10,176832
15,483808
17,775259
34,952471
17,924160
12,623335
13,338534
17,874468
11,466288
13,857332
18,092029
19,066053
18,039829
11,896835
11,603588
16,614909
16,990321
14,884949
17,335883
12,403149
13,351890
18,199132
15,856313
14,883004
14,218533
8,993923
16,311091
12,661880
14,484507
12,313613
14,650667
16,076031
15,138110
9,220594
12,257215
12,125124
12,964599
20,038743
8,482374
16,762065
11,645284
17,100335
14,681716
15,025525
10,947289
12,590385
14,741060
11,290592
18,799740
13,541108
14,783375
10,859955
19,197834
11,811375
9,994859
17,432839
21,592263
18,180012
13,218982
16,204821
15,182706
15,755405
15,631249
12,042423
15,019346
16,219222
10,208392
13,140668
17,031505
9,259643
11,429102
24,224817
12,041459
10,551147
21,296887
15,793815
18,041639
14,445576
13,350341
24,492724
16,103934
