12,819892
9,898576
20,698007
7,938977
11,491998
7,256825
6,986872
13,571768
8,015904
12,703216
9,410170
7,411670
8,446345
11,869805
13,132770
6,198309
7,028863
16,096027
9,184026
12,569841
17,847764
13,496011
13,039663
8,203494
16,388052
16,137317
15,390670
12,721293
13,647103
8,832632
13,869161
17,726068
9,413710
13,280462
14,730386
10,216908
11,536870
17,247641
8,804612
10,006714
8,362427
7,507159
8,841550
8,883575
9,211515
16,499303
6,441369
14,509892
13,720491
11,798727
7,858004
9,055564
13,096488
20,446791
17,167560
11,059961
6,162722
7,056442
12,315427
5,939583
9,997164
7,284023
10,020685
12,119808
13,156800
9,082464
15,213816
7,228436
17,726488
10,531860
7,209785
7,309162
10,840434
7,240696
7,172988
5,332220
13,264177
6,347345
6,233788
7,683953
11,730806
6,349798
5,967615
14,144830
9,444379
13,148002
9,322645
13,767869
11,831380
10,747557
13,655698
9,106072
15,988838
14,208213
5,234394
25,908187
8,211837
15,820888
8,586753
17,757542
