24,650125
12,759824
17,525628
18,366281
23,052856
14,767489
17,649445
21,163184
13,429333
12,324682
20,894531
17,400240
14,391165
18,787613
15,311382
14,627223
13,060890
14,363037
26,537394
21,799549
15,665533
13,265234
23,016789
15,032572
12,315135
9,941931
11,173904
22,549559
11,558487
17,333052
13,118139
11,691075
21,618896
22,263092
20,336978
14,891484
19,706678
14,605631
12,456621
25,529184
16,695733
15,701086
14,683340
16,128857
22,282966
17,850809
13,392544
16,087498
13,704112
13,616176
11,495995
18,353078
20,559679
18,299839
20,450563
15,923484
14,471723
16,520654
16,731798
15,056211
18,906804
12,665726
13,571605
29,138761
18,016543
18,893686
15,541946
13,631165
14,445437
15,525554
13,351494
12,615962
13,400419
18,122393
13,918692
19,323312
20,159680
19,892961
30,848481
18,073285
13,831021
17,471653
22,148743
18,772127
15,858041
15,436929
16,298845
17,318267
18,861474
18,385096
17,268752
13,538608
38,090210
24,629192
12,596916
14,711603
12,641070
13,495899
15,612724
14,145807
