20,493368
18,349917
20,218873
18,617086
17,456939
17,472173
17,422060
16,444137
17,282251
19,775290
17,456893
18,377415
14,393318
22,392730
15,513567
19,565989
19,024708
15,304414
17,833471
29,210330
19,921786
18,792774
17,403025
18,429914
15,344142
16,780798
19,343179
16,492061
21,767609
21,210085
22,451843
17,404151
19,791590
20,699531
21,492398
17,594225
24,660191
18,423633
17,032942
27,081707
19,857245
19,593755
18,117898
16,761405
18,583431
14,772333
14,661651
18,967791
32,217347
18,038857
15,483206
17,476930
18,544700
16,682820
15,145498
21,094025
18,458649
16,146385
18,240125
20,349856
15,245150
25,379151
20,345742
19,463339
18,531741
21,636476
19,796345
18,482420
15,349032
16,283859
17,368502
22,709613
18,661838
14,516680
18,104006
21,993851
21,228940
20,499226
17,637764
16,462853
16,299952
20,187172
16,085046
18,937134
17,584943
14,634110
27,623998
17,951119
20,552912
16,958163
21,728052
16,866192
20,909972
14,965268
18,530677
19,547012
30,384183
20,228075
21,002363
26,813127
