18,793840
21,010118
19,747713
17,972184
22,942825
19,739742
19,800743
18,307188
16,526920
20,159115
18,644870
25,039488
20,551297
21,979848
20,142818
20,123033
20,538058
23,266640
18,073229
18,371942
19,854721
18,712071
18,412062
16,017947
23,598234
20,173758
16,615804
15,979141
19,551502
17,921485
18,899338
22,016998
17,955151
20,033374
17,098790
20,098503
16,322477
18,202081
18,618318
16,688036
16,208702
18,994494
16,143785
18,500713
20,434700
22,395487
15,918937
18,549716
21,511595
23,841624
16,227268
16,773332
18,978867
21,910387
21,067069
21,246172
15,881286
20,881093
19,678362
18,070956
21,264606
21,487428
17,880036
19,660731
17,683084
23,712509
17,934654
22,480709
17,315992
17,744350
18,632735
19,483456
18,105478
19,253169
15,208068
20,422812
23,252479
18,794380
23,016815
21,981975
22,678238
18,655084
20,040493
19,008958
19,410366
20,468663
16,472369
20,925413
17,783890
15,737027
17,874948
16,987434
19,364362
15,162828
17,887875
18,913548
22,458057
18,057508
22,542395
19,221688
